	FEXC	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX10	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33
HOG18835	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2
HOG18838	2	2	2	0	0	2	2	2	1	1	0	0	2	1	2	2	0	0	0	2	0	2	0	1	2	2	0	2	2
HOG18841	1	1	2	2	2	2	1	2	1	1	2	1	2	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	1
HOG18842	3	3	3	3	0	3	3	3	3	2	3	0	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG18849	1	1	1	4	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	0	1	4	1	1	1	4	1	1
HOG18860	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG18869	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	2	1	0	1	1	1
HOG18878	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	0	1	1	1	1	0	1	1	1
HOG18907	3	3	3	4	4	3	3	3	4	4	3	3	4	4	4	3	3	5	3	3	3	4	3	3	3	3	4	3	4
HOG18919	3	3	3	3	1	3	3	3	3	3	3	4	3	2	4	4	3	3	3	3	3	3	3	3	3	3	3	2	3
HOG18920	2	2	1	2	4	2	2	2	2	2	2	1	2	3	1	1	2	2	2	2	2	2	2	2	2	2	2	3	2
HOG18924	2	2	2	5	3	2	2	2	2	2	2	3	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG18929	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	1	1	1	0	1	1	1	0	0
HOG18954	1	1	1	1	2	1	1	3	1	1	1	3	0	3	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
HOG18982	2	3	2	2	1	2	2	1	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	3
HOG18983	2	1	2	2	2	2	2	2	1	2	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
HOG18996	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2
HOG19018	1	2	1	0	1	1	1	0	1	2	1	0	1	1	1	1	1	0	0	1	2	1	0	1	1	1	1	1	1
HOG19031	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1
HOG19050	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG19076	1	1	4	1	1	1	1	0	1	0	1	0	1	4	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1
HOG19084	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	1	2	0	2	1	1	1	2	2	2	1	2	1
HOG19107	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1
HOG19127	3	4	4	4	3	2	3	4	4	4	3	4	2	4	4	3	3	3	4	3	3	4	4	4	3	4	3	4	5
HOG19130	2	2	2	2	0	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2
HOG19141	2	3	3	2	2	2	2	2	2	2	2	2	3	2	3	1	2	2	2	2	1	0	0	2	3	2	2	2	2
HOG19153	2	2	3	3	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
HOG19154	1	1	0	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	4
HOG19182	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG19185	3	2	0	3	3	2	2	2	3	2	3	0	3	3	2	2	3	0	2	3	2	3	3	2	1	2	3	2	2
HOG19201	2	2	1	2	1	2	2	2	1	1	2	0	1	2	2	2	1	2	2	2	1	2	1	1	2	1	2	2	1
HOG19217	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1
HOG19234	3	3	5	3	4	3	3	3	3	3	3	3	4	0	6	3	3	4	3	3	3	3	3	3	4	3	3	3	3
HOG19239	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1
HOG19347	1	2	1	1	1	2	1	1	0	0	1	1	1	0	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1
HOG19350	1	2	2	2	2	0	1	2	2	2	2	1	2	2	0	2	2	0	2	2	1	2	2	1	1	1	2	1	2
HOG19359	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	0	2	2	2	2	2	2
HOG19384	1	1	1	1	2	0	1	1	1	1	1	0	1	1	0	1	1	2	0	0	2	1	1	1	1	1	2	1	1
HOG19388	3	1	1	4	2	4	3	2	4	2	3	2	3	2	1	3	4	4	4	4	2	4	4	2	4	4	4	3	4
HOG19413	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0
HOG19428	1	1	1	0	1	1	3	1	1	3	2	1	2	3	1	3	1	3	1	3	3	0	2	1	3	3	1	3	1
HOG19429	2	2	2	1	2	2	0	2	2	0	1	2	1	0	2	0	2	0	1	0	0	2	1	2	0	0	2	0	2
HOG19452	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1
HOG19460	1	1	0	2	1	1	1	2	1	1	0	2	1	1	1	1	1	0	1	1	2	1	1	1	2	2	1	2	1
HOG19480	2	3	2	0	3	3	3	3	2	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3
HOG19493	2	2	0	2	0	2	2	2	2	0	2	0	0	0	2	2	2	0	2	2	0	2	2	2	2	2	2	3	2
HOG19501	3	3	3	3	4	3	3	4	3	0	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG19512	2	1	1	2	2	2	2	2	2	2	2	2	1	2	1	3	2	2	2	2	3	4	4	2	1	2	2	2	2
HOG19537	2	3	3	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG19561	2	2	1	2	1	2	2	2	2	0	2	2	1	1	2	2	2	1	2	2	2	0	2	2	2	2	2	2	2
HOG19563	3	2	2	3	2	3	3	2	3	2	3	2	2	2	1	1	3	2	2	2	2	3	3	3	3	2	3	2	3
HOG19579	1	1	1	1	1	1	1	2	0	2	0	1	0	1	1	1	1	2	1	1	0	1	1	1	1	0	1	1	1
HOG19623	2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG19661	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1
HOG19663	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG19671	2	0	3	3	2	2	3	0	2	3	3	0	3	3	3	3	2	0	3	0	3	3	3	2	2	0	2	2	2
HOG19673	1	1	3	2	3	1	1	2	1	3	1	4	3	3	1	1	1	3	1	2	3	1	1	2	1	1	1	0	1
HOG19726	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1
HOG19766	1	1	2	2	2	1	1	2	2	1	2	2	1	2	1	1	2	2	1	1	1	2	2	2	1	2	1	2	2
HOG19767	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0
HOG19798	1	1	0	1	1	1	1	1	1	2	1	0	0	2	1	2	0	0	2	1	1	2	1	0	1	1	1	1	2
HOG19807	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	0	2	2	2	2	2	2	2
HOG19813	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	0	0	2	2	2	0
HOG19836	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1
HOG19842	1	1	2	1	0	2	2	0	1	0	1	2	2	2	2	0	1	0	0	2	2	2	2	3	1	0	1	2	1
HOG19860	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG19868	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	2	3	0	3	2	2	3	3	2	3	2
HOG19883	2	2	2	3	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	3	2	2	2	2	0	2	2	2	2
HOG19946	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	3	1	3	1	3	1
HOG19976	2	2	3	2	2	2	2	3	2	5	1	3	4	2	2	2	2	4	0	2	2	2	2	2	2	3	2	3	2
HOG20004	3	3	3	2	2	2	2	3	3	3	2	3	2	2	2	1	3	2	3	3	3	2	2	2	3	2	2	2	2
HOG20041	2	2	3	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1
HOG20084	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0
HOG20090	1	1	1	0	1	1	1	1	1	5	1	0	5	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1
HOG20095	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0
HOG20119	1	1	0	2	0	1	1	2	0	0	2	2	0	0	1	1	1	1	2	1	1	0	2	1	1	1	2	1	1
HOG20120	1	1	2	0	2	1	1	0	2	2	0	0	2	2	1	1	1	1	0	1	1	2	0	1	1	1	0	1	1
HOG20124	1	1	0	1	0	1	1	1	1	0	1	2	0	0	1	0	2	0	0	1	1	0	1	2	1	1	1	1	0
HOG20141	2	2	2	0	2	2	2	2	2	2	2	2	1	0	2	2	2	2	0	0	0	2	2	2	2	2	1	2	2
HOG20166	2	2	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	0	0	2	0	2	2	2	2	2	0	2
HOG20184	3	3	3	3	4	3	4	3	3	3	3	3	6	4	4	3	3	3	3	4	3	3	3	3	3	3	3	4	3
HOG20232	2	2	2	2	0	2	2	0	2	2	2	2	0	2	2	0	2	1	2	2	2	2	2	2	2	2	2	0	2
HOG20234	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG20249	2	2	2	0	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2
HOG20256	2	2	0	2	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	0	0	2	0	0	2	2	2	2
HOG20262	2	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	2	1	1
HOG20269	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0
HOG20272	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1
HOG20289	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG20331	2	2	2	3	2	2	2	3	2	0	2	0	0	2	1	2	2	2	0	2	0	2	3	2	2	2	2	2	2
HOG20364	2	2	0	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG20387	1	1	3	1	1	1	1	0	0	3	1	1	0	3	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1
HOG20388	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	0	1	1	1
HOG20405	2	2	2	2	3	2	2	0	2	0	2	0	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2
HOG20406	1	1	1	1	0	1	1	3	1	3	1	3	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	1
HOG20407	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1
HOG20424	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	0	1	1	2	0	1	2	0	1	1	2	1
HOG20436	1	2	0	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	0	2	1	2	1	1
HOG20437	1	0	2	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	2	0	1	0	1	1
HOG20451	2	3	3	2	2	2	2	2	2	1	1	1	2	2	3	2	2	2	3	3	2	2	2	1	2	1	2	1	1
HOG20452	1	0	0	1	1	1	1	1	1	1	2	0	1	1	0	1	1	1	0	0	1	1	1	2	1	2	1	2	2
HOG20469	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	1	2	2	2	1
HOG20496	2	2	2	2	4	2	2	2	2	2	2	2	2	2	4	2	2	4	2	4	3	2	2	4	4	4	2	4	4
HOG20525	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	0	1	1	1	1	2	1	1	1	1	1	2	2
HOG20526	2	2	2	2	2	2	2	1	1	1	2	1	0	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1
HOG20527	2	2	2	2	2	2	0	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG20529	3	3	3	3	3	3	3	3	3	3	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG20540	1	1	2	1	1	1	1	1	1	1	1	1	2	1	0	0	1	0	0	1	1	1	1	0	2	0	1	1	1
HOG20572	2	2	2	2	2	2	0	2	2	2	2	0	2	0	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2
HOG20584	2	3	2	3	2	3	2	2	3	2	3	0	3	3	3	3	4	2	3	3	2	2	3	2	2	4	3	3	1
HOG20600	1	1	0	0	1	1	1	4	1	1	1	2	1	1	1	1	1	1	0	1	2	1	0	2	3	2	1	2	2
HOG20638	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	2	1	1	0	2	1	1	0	0	1	0	1
HOG20659	1	1	1	1	2	1	1	0	1	1	1	2	0	2	2	1	1	0	0	2	2	1	1	1	0	1	1	1	2
HOG20660	1	1	2	1	2	1	1	1	2	2	1	1	2	2	1	1	1	1	0	1	1	2	1	0	1	1	2	1	1
HOG20671	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3
HOG20684	2	2	3	3	3	2	2	3	3	3	2	3	3	3	3	3	2	3	2	3	2	3	2	3	3	2	2	3	2
HOG20691	2	1	2	0	2	2	2	2	2	2	2	0	0	2	2	0	2	2	2	0	0	2	2	2	2	2	2	2	2
HOG20710	2	2	0	2	0	2	2	2	2	0	2	2	0	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2
HOG20718	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1
HOG20739	2	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2
HOG20746	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	0	1	1	1	0
HOG20781	2	2	2	3	2	2	2	3	2	2	2	1	2	3	3	3	2	2	3	2	3	2	2	2	0	2	2	2	2
HOG20815	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0
HOG20834	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1
HOG20870	1	2	2	2	2	1	2	1	1	2	2	2	0	2	1	2	2	2	2	2	1	2	1	2	2	1	2	1	2
HOG20930	3	3	5	3	5	3	3	4	3	5	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3
HOG20951	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1
HOG20978	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1
HOG20983	1	1	0	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	0	1	1
HOG20997	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	2	1	1	0	2	0	0	1	1	1	0	1	0	2
HOG21038	1	2	1	1	2	2	1	2	1	0	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2
HOG21056	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2
HOG21058	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1
HOG21126	1	1	0	2	0	1	1	2	1	0	1	2	0	0	0	1	1	0	1	0	0	1	2	1	1	1	1	0	1
HOG21139	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	4	2	2	2
HOG21160	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG21196	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1
HOG21215	2	1	2	1	2	2	2	1	2	0	2	0	0	2	1	1	2	2	2	2	1	2	2	2	2	1	2	1	2
HOG21236	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG21250	2	2	2	2	2	1	2	0	2	2	2	2	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	1
HOG21252	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0
HOG21283	1	1	0	2	0	1	1	2	0	0	1	0	0	0	1	1	1	2	1	1	1	0	1	1	0	1	1	1	0
HOG21292	2	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	0	2	2
HOG21297	2	2	1	1	2	2	2	2	2	1	2	0	0	0	1	2	2	0	0	1	2	0	1	1	2	2	2	2	2
HOG21338	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1
HOG21343	1	2	1	3	1	1	1	3	1	0	1	1	1	1	2	2	1	0	2	2	2	1	1	2	1	2	1	1	1
HOG21403	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0
HOG21438	1	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	1	0	0	1	1	1	1	1	1	1
HOG21454	2	2	2	2	2	2	2	3	2	2	2	3	2	2	0	3	2	4	2	2	3	2	2	2	2	2	2	2	2
HOG21486	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG21492	2	2	5	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	3	2	3	2	2	3	3	2	2	2	2
HOG21512	3	1	1	4	3	3	1	1	3	4	3	1	3	3	1	3	3	1	3	2	1	3	3	1	1	3	3	3	1
HOG21533	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1
HOG21561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
HOG21576	1	1	0	0	6	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	1	1	1	1	2	1	1	0
HOG21659	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1
HOG21699	1	1	1	0	3	1	1	3	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1
HOG21704	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	1	4	2	1	1	2	2	1	2
HOG21721	1	1	2	0	1	1	1	1	1	2	1	0	2	2	2	1	1	2	1	1	2	1	0	2	1	0	1	0	2
HOG21726	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
HOG21794	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0
HOG21806	1	1	2	1	1	2	1	1	1	1	1	1	0	2	2	2	0	1	1	1	1	1	1	0	1	1	1	1	1
HOG21887	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	1
HOG21890	2	2	2	0	2	2	2	2	2	1	2	0	2	2	2	2	2	2	2	1	0	2	2	1	2	2	2	2	2
HOG21930	1	1	0	1	1	1	1	1	1	1	1	1	3	1	0	2	1	0	1	0	1	1	1	1	1	1	1	1	1
HOG21951	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0
HOG21987	2	2	2	0	0	2	2	2	2	2	2	2	2	2	1	2	0	2	2	2	2	2	2	2	2	2	2	2	2
HOG22008	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1
HOG22042	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	1	1	1	1	2	1	1	1
HOG22048	1	1	0	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	0	0	1	1	0	2	1	1	1	1
HOG22057	1	1	1	0	2	0	1	1	1	0	0	1	1	1	0	1	2	2	1	1	1	1	0	1	1	1	2	1	1
HOG22058	1	1	1	2	0	1	1	1	1	2	1	0	1	1	2	0	0	0	1	1	1	1	2	1	1	1	0	1	1
HOG22073	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1
HOG22074	1	1	2	1	2	0	1	2	2	2	1	0	2	2	1	2	2	2	1	1	1	2	1	0	1	0	1	0	1
HOG22084	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1
HOG22122	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1
HOG22124	1	1	0	1	0	1	1	4	1	0	1	3	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG22156	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG22165	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1
HOG22201	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1
HOG22214	2	2	2	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG22238	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG22285	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0
HOG22357	2	2	2	2	2	2	2	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG22362	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1
HOG22368	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1
HOG22372	1	2	0	1	0	1	1	0	1	1	1	0	2	2	2	2	2	2	2	0	2	1	1	2	0	1	1	2	1
HOG22400	2	2	4	4	4	3	4	2	2	3	2	4	2	2	4	2	2	2	2	2	2	2	2	2	4	4	2	2	2
HOG22409	1	1	2	1	4	1	0	0	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
HOG22475	1	1	0	0	1	1	1	0	1	1	1	2	3	0	1	1	1	3	1	1	1	0	0	1	1	1	1	1	1
HOG22504	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	2	1	2	2	1	2	1	2	1	2	2	1	2	2
HOG22516	2	1	2	2	2	1	1	2	2	2	2	2	3	0	0	0	2	2	2	1	1	1	0	0	1	0	0	0	0
HOG22568	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1
HOG22579	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	2	1	0	1	1	1	2	1	1	1	1
HOG22617	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1
HOG22630	1	1	1	1	3	0	1	1	1	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
HOG22710	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1
HOG22729	1	2	0	1	1	2	2	2	0	2	2	2	0	0	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1
HOG22736	2	2	0	2	2	2	2	0	2	0	2	0	2	2	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
HOG22737	0	1	2	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	1	2
HOG22761	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0
HOG22795	1	1	1	2	1	0	2	1	1	1	1	2	1	1	2	2	2	2	2	2	0	1	1	1	2	2	1	1	1
HOG22833	0	1	2	2	2	2	0	1	2	2	2	1	2	2	0	1	2	2	1	2	2	2	2	1	1	1	1	0	2
HOG22939	1	1	3	1	1	1	1	1	1	1	1	0	3	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
HOG22960	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0
HOG22971	2	2	1	2	1	1	0	0	1	0	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	0	1	0	1
HOG23013	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1
HOG23053	2	2	1	2	1	1	1	1	2	2	2	1	2	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0
HOG23075	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	2	0	1	0
HOG23089	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0
HOG23166	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0
HOG23203	2	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	2	1	1	2	2	2	1	2	1
HOG23216	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0
HOG23229	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0
HOG23278	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	0	2	2	2	0	2	0
HOG23281	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
